ಕನ್ನಡ ಪದ (Kannada Word),ಇಂಗ್ಲೀಷ್ ಪದ (English Word),ಕನ್ನಡ ಅರ್ಥ (Kannada Meaning),ಪರ್ಯಾಯ ಪದ (Synonyms),ವಿಷಯ ವರ್ಗೀಕರಣ (Subject),ವ್ಯಾಕರಣ ವಿಶೇಷ (Grammer),ಇಲಾಖೆ (Department),ಕನ್ನಡ ಉಚ್ಚಾರಣೆ (Kannada Pronunciation),ಇಂಗ್ಲೀಷ್ ಅರ್ಥ (English Meaning),ಸಂಕ್ಷಿಪ್ತ ವಿವರಣೆ (Short Description),ದೀರ್ಘ ವಿವರಣೆ (Long Description),ಆಡಳಿತಾತ್ಮಕ ಪದ (Administrative Word)
,Scented babool,"ಜಾಲಿ, ಸಣ್ಣ ಜಾಲಿ, ಕಸ್ತೂರಿ ಜಾಲಿ, ಕಸ್ತೂರಿ ಗೊಬ್ಬಳಿ, ಬ್ಯಾದಳಗಿಡ",,,,,,,,,
,Scented geranium,ಪನ್ನೀರು ಸೊಪ್ಪು,,,,,,,,,
,Scented supari,"ಸುಗಂಧಪರಿಮಳ ಕಟ್ಟಿದ ಅಡಕೆ, ಸುವಾಸನಾ ಅಡಕೆ",,,,,,,,,
,Scentless Jasmine,ಕಾಕಡ ಮಲ್ಲಿಗೆ,,,,,,,,,
,Schizogenous,"ಸೀಳುಜನಿಕ, ಸೀಳುಜನಿತ",,,,,,,,,
,School garden,ಶಾಲಾ ತೋಟ,,,,,,,,,
,Scion,ಕಸಿಕೊಂಬೆ,,,,,,,,,
,Scion polarity,ಕಸಿಕೊಂಬೆಯ ಧ್ರುವೀಯತೆ,,,,,,,,,
,Scleredis,ದೃಢ (ಗಡಸು) ಕೋಶಿಕೆಗಳು,,,,,,,,,
,Sclerenchyma,"ದೃಢ ಊತಕ, ನಾರುಸಿಪ್ಪೆ",,,,,,,,,
,Sclerotium,ಊತಕ ಜಡ್ಡುರೋಗ,,,,,,,,,
,Scooping,"ಗೋರುವಿಕೆ, ತೋಡುವುದು",,,,,,,,,
,Scooping & cutting (chipping),ತಳಗೋರಿಕೆ ಮತ್ತು ಕತ್ತರಿಕೆ (ಲಶುನಗಳಲ್ಲಿ ಸಸ್ಯಾಭಿವರ್ಧನೆ),,,,,,,,,
,Scooping (Basal cuttage),ಗೋರಿ ತೆಗೆಯುವಿಕೆ,,,,,,,,,
,Scorched pieces,ಸೀದ ತುಣುಕುಗಳು (ಗೋಡಂಬಿ),,,,,,,,,
,Scoring,"ಗೀಚುವಿಕೆ, ಗೀರುವಿಕೆ",,,,,,,,,
,Scoring (Basal cuttage),ಬುಡಭಾಗ ಕೀಚಿಕೆ (ಕತ್ತರಿಕೆ),,,,,,,,,
,Scraggy,ಕಣಕಲು,,,,,,,,,
,Scrape,"ಕೆರೆಯುವುದು, ಗೀಚುವುದು",,,,,,,,,
,Scrape,ಒಣರಾಳ,,,,,,,,,
,Scraped ginger,ಸಿಪ್ಪೆ ತೆಗೆದ / ಬಿಡಿಸಿದ ಶುಂಠಿ,,,,,,,,,
,Scraping,ಕೆರೆಯುವಿಕೆ,,,,,,,,,
,Screw pine,"ತಾಳೆ, ಕೇದಿಗೆ",,,,,,,,,
,Scum,"ಕಲ್ಮಷಯುಕ್ತ ನೊರೆ, ಬುರುಗು",,,,,,,,,
,Scutellum,ಶಲ್ಕ ಪೊರೆ,,,,,,,,,
,Scything,ಕಳೆ ನಿರ್ಮೂಲನೆ,,,,,,,,,
,Sea kale,ಕೋಸು ಜಾತಿಗೆ ಸೇರಿದ ಸೊಪ್ಪು ತರಕಾರಿ,,,,,,,,,
,Seadie,ಕಯನ್ನೆ ತಳಿಯ ಒಂದು ಉತ್ಪರಿವರ್ತಕ (ಅನಾನಸು),,,,,,,,,
,Sealing,"ಮೊಹರು ಮಾಡುವಿಕೆ, ಮುಚ್ಚಳ ಬಿಗಿಯುವುದು",,,,,,,,,
,Seasonal treatment,ಋತೋಪಚಾರ,,,,,,,,,
,Seasoning,"ಒಗ್ಗರಣೆ ಹಾಕು, ಹದಗೊಳಿಸು",,,,,,,,,
,Secateur,ಸವರುಗತ್ತಿ,,,,,,,,,
,Secondary arms,ಮಾಧ್ಯಮಿಕ (ಅಪ್ರಧಾನ) ಬಾಹುಗಳು (ದ್ರಾಕ್ಷಿ) (ಪ್ರಧಾನ ಬಾಹುಗಳಿಂದ ಹುಟ್ಟಿದವು),,,,,,,,,
,Secondary dormancy,ಮಾಧ್ಯಮಿಕ ಸುಪ್ತಾವಸ್ಥೆ,,,,,,,,,
,Secondary markets,ಸಗಟು ಮಾರುಕಟ್ಟೆ,,,,,,,,,
,Secondary nursery bed,ದ್ವೀತಿಯ (ಅನಂತರದ) ಸಸಿಮಡಿ (ಒಟ್ಲುಪಾತಿ),,,,,,,,,
,Secondary raceme,ದ್ವೀತಿಯ ಅಸೀಮಾಕ್ಷ / ಪುಷ್ಪಗುಚ್ಛ,,,,,,,,,
,Sectile,"ಛೇದ್ಯ, ಸೀಳಲಾಗುವ",,,,,,,,,
,Sectorial chimera,ತ್ರಿಜ್ಯಖಂಡಿ ವಿಚಿತ್ರೋತಕ,,,,,,,,,
,Sedative,ಶಾಮಕ,,,,,,,,,
,Seed bearing,"1. ಬೀಜೋತ್ಪಾದಕ, ಬೀಜಬಿಡುವ 2. ಕಾಳು ಹಿಡಿಯುವ",,,,,,,,,
,Seed bed,"ಬೀಜಪಾತಿ, ಸಸಿಮಡಿ, ಒಟ್ಲುಪಾತಿ",,,,,,,,,
,Seed box,ಬೀಜ ಬಿತ್ತುವ ಪೆಟ್ಟಿಗೆ,,,,,,,,,
,Seed capsule,ಬೀಜವಿರುವಕಾಯಿ,,,,,,,,,
,Seed coat,ಬೀಜ ಸಿಪ್ಪೆ / ಕವಚ,,,,,,,,,
,Seed coat dormancy,ಬೀಜಕವಚದ ಸುಪ್ತಾವಸ್ಥೆ,,,,,,,,,
,Seed corn maggot,ಗ್ಲ್ಯಾಡಿಯೋಲಸ್ ಗೆಡ್ಡೆಗಳನ್ನು ಕೊರೆಯುವ ಹುಳು,,,,,,,,,
,Seed dissemination,ಬೀಜಪ್ರಸರಣ,,,,,,,,,
,Seed nut,"ಬೀಜಕ್ಕಾಗಿ ಬಿಟ್ಟಕಾಯಿ, ಬಿತ್ತನೆಕಾಯಿ, ಬಿತ್ತನೆಬೀಜ",,,,,,,,,
,Seed origin,"1. ಬೀಜ ಮೂಲ, 2. ಬೀಜದ ಮೂಲಕ ಹರಡುವ",,,,,,,,,
,Seed pan,"ಬೀಜ ತಟ್ಟೆ, ಅಗಲಬಾಯಿ ಸುಟ್ಟ ಮಣ್ಣಿನ ಮಡಕೆ",,,,,,,,,
,Seed parent,ಬೀಜಕಾರಕ ಮೂಲ / ಬೀಜದ ಮೂಲಸಸ್ಯ,,,,,,,,,
,Seed pieces(setts),ಬೇರುಕಾಂಡದ ಕಸಿತುಂಡು,,,,,,,,,
,Seed production,ಬೀಜೋತ್ಪಾದನೆ,,,,,,,,,
,Seed protectants,ಬೀಜ ಸಂರಕ್ಷಕಗಳು,,,,,,,,,
,Seed set,ಬೀಜ ಕಚ್ಚುವಿಕೆ,,,,,,,,,
,Seed to seed method,"ಬೀಜದಿಂದ ಬೀಜ ಪದ್ಧತಿ, ಲಶುನ ಬೀಜದಿಂದ ಬೀಜ ಪಡೆಯುವ ವಿಧಾನ",,,,,,,,,
,Seed treatment,ಬೀಜೋಪಚಾರ,,,,,,,,,
,"Seed, viability testing","ಬೀಜಜೀವಂತಿಕೆ ಪರೀಕ್ಷೆ, ಬೀಜ ಮೊಳಕೆ ಸಾಮರ್ಥ್ಯ ಪರೀಕ್ಷೆ",,,,,,,,,
,Seedless,ಬೀಜರಹಿತ,,,,,,,,,
,Seedlessness,ಬೀಜರಹಿತಗುಣ,,,,,,,,,
,Seedling blight,ಎಳೆಸಸಿಗಳ ಅಂಗಮಾರಿ,,,,,,,,,
,Seedling plant,ಬೀಜಸಸಿ,,,,,,,,,
,Seedstalk (Bolting),ಹೂತೆನೆ,,,,,,,,,
,Selection,ಆಯ್ಕೆ / ಆರಿಸುವಿಕೆ,,,,,,,,,
,Self fertile,"ಸ್ವಫಲವಂತಿಕೆ, ಸ್ವಫಲಪ್ರದ",,,,,,,,,
,Self incompatiability,"ಸ್ವಬರಡುತನ, ಸ್ವಅಸಮಂಜಸಗುಣ",,,,,,,,,
,Self sterlity,"ಸ್ವಬಂಜೆ, ಸ್ವಬರಡುತನ",,,,,,,,,
,Self unfruitful,ಸ್ವ - ಫಲದಾಯಕವಲ್ಲದ,,,,,,,,,
,Selfing,ಸ್ವಕೀಯ ಪರಾಗಸ್ಪರ್ಶಗೊಳಿಸುವುದು,,,,,,,,,
,Semi hardwood cutting,ಅರೆಬಲಿತಕಾಂಡದ ತುಂಡು,,,,,,,,,
,Semi looper,ವಂಕಿಯಾಕಾರದಲ್ಲಿರುವ ಕಂಬಳಿ ಹುಳು,,,,,,,,,
,Semi soluble gum,ಸ್ವಲ್ಪ ಪ್ರಮಾಣದಲ್ಲಿ ಕರಗುವ ಗೋಂದು,,,,,,,,,
,Senescence,ಮುಪ್ಪಾಗು / ಹಣ್ಣಾಗು / ಮುದಿಯಾಗು,,,,,,,,,
,Senile,"ಜೀರ್ಣವಾದ, ಮುಪ್ಪಡರಿದ",,,,,,,,,
,Sepal,"ಹೂ ಎಲೆ, ಪುಷ್ಪ ಪಾತ್ರ ಪತ್ರ",,,,,,,,,
,Sepal segment,ಪುಷ್ಪಪತ್ರ ಖಂಡ,,,,,,,,,
,Sepaline tube,ಪುಷ್ಪಪತ್ರೀಯ ನಳಿಕೆ,,,,,,,,,
,Separation (propagation),"ಬೇರ್ಪಡಿಕೆಯಿಂದ ಸಸ್ಯಾಭಿವರ್ಧನೆ, ಬೇರ್ಪಡಿಸುವುದು",,,,,,,,,
,Septate,"ಪಟಯುಕ್ತ, ಅಡ್ಡಭಿತ್ತಿ / ಅಡ್ಡತೆರೆಯುತ",,,,,,,,,
,Septorialeaf spot,ಸೆಪ್ಟೋರಿಯ ಎಲೆಚುಕ್ಕೆರೋಗ (ಶಿಲೀಂಧ್ರ ರೋಗ),,,,,,,,,
,Serpagandhi,ಸರ್ಪಗಂಧಿ,,,,,,,,,
,Serpentine layerge,ಸರ್ಪಾಕಾರದಲ್ಲಿ ರೆಂಬೆಗಳನ್ನು ಮಣ್ಣಿನಲ್ಲಿ ಊರಿ ಬೇರು ಬಿಡಿಸುವಿಕೆ,,,,,,,,,
,Serrate,ಗರಗಸದಂಚುಳ್ಳ,,,,,,,,,
,Serration,ಕಚ್ಚು ಕಚ್ಚಾಗುವಿಕೆ,,,,,,,,,
,Sesame,ಎಳ್ಳು,,,,,,,,,
,Sessile,"1. ಬಂಜೆ 2. ನಿವೃಂತ, ತೊಟ್ಟಿಲ್ಲದ",,,,,,,,,
,Setts (seed pieces),ಬೇರುಕಾಂಡದ ಕಸಿತುಂಡು,,,,,,,,,
,Sex cell,ಲೈಂಗಿಕ ಕೋಶ,,,,,,,,,
,Sex distribution,ಲಿಂಗ ಹಂಚಿಕೆ,,,,,,,,,
,Sex ratio,ಲಿಂಗ ಪ್ರಮಾಣ,,,,,,,,,
,Sex trend,ಲಿಂಗ ಪ್ರವೃತ್ತಿ,,,,,,,,,
,Sex variation,ಲಿಂಗ ವ್ಯತ್ಯಾಸ,,,,,,,,,
,Sexual propagation,ಲೈಂಗಿಕ ಸಸ್ಯಾಭಿವರ್ಧನೆ,,,,,,,,,
,Shaddock,"ಚಕ್ಕೋತಹಣ್ಣು, ತೊರಂಜಿ, ಸಿಹಿಕಂಚಿ",,,,,,,,,
,Shade (or foliage & Ornamental) tree,ನೆರಳು ಮರ (ನೆರಳು ಕೊಡುವ ಅಲಂಕಾರಿಕ ವೃಕ್ಷ),,,,,,,,,
,Shading,ನೆರಳೊದಗಿಸುವಿಕೆ,,,,,,,,,
,Shallot,"ಶಲ್ಲಾಟ್ ತರಕಾರಿ, ಸೀಮೆ ಈರುಳ್ಳಿ",,,,,,,,,
,Shallow cultivation,ಹಗುರ ಬೇಸಾಯ,,,,,,,,,
,Shallow or surface feeding root system,ಬಹು ಮೇಲೆಯೇ ಇರುವ ಬೇರು ಸಮೂಹ,,,,,,,,,
,Shallow rooted crop,ಆಳಬೇರಿಲ್ಲದ ಬೆಳೆ,,,,,,,,,
,Shavings,"ತೆಳು ಸಿಪ್ಪೆ, ತೆಳು ಚಕ್ಕೆ",,,,,,,,,
,Shear,"ದೊಡ್ಡ ಕತ್ತರಿ, ಸಮರುಗತ್ತರಿ",,,,,,,,,
,Sheath,"ಮುಸುಕು, ಆವರಣ, ಕವಚ, ಪೊರೆಕವಚ",,,,,,,,,
,Shed,"1. ಉದುರು ಕಳಚು, 2. ಕೊಟ್ಟಿಗೆ",,,,,,,,,
,Sheet test,"ಹಾಳೆ ಪರೀಕ್ಷೆ, ಕುದಿಯುತ್ತಿರುವ ಹಣ್ಣಿನ ಪಾಕವನ್ನು ಮೇಲಿಂದ ಕೆಳಕ್ಕೆ ತೆಳ್ಳಗೆ ಇಳಿಬಿಟ್ಟು ಪರೀಕ್ಷಿಸುವುದು",,,,,,,,,
,Shelf time,"ಸಂಗ್ರಹಣಾ ಅವಧಿ, ಸಂಗ್ರಹಣಾ ಸಮಯ",,,,,,,,,
,Shell,"ಕರಟ, ಚಿಪ್ಪು, ಸಿಪ್ಪೆ",,,,,,,,,
,Shelling,ಸಿಪ್ಪೆ / ಬೀಜ ಸುಲಿ,,,,,,,,,
,Shelters,ಹಿಮದ ಹಾನಿ ತಡೆಯಲು ರಕ್ಷೆ ಒದಗಿಸುವಿಕೆ,,,,,,,,,
,Sherbath,"ಶರಬತ್ತು, ಪಾನಕ",,,,,,,,,
,Sherbati,ಶರ್ಬತಿ ತಳಿ,,,,,,,,,
,Shield method,ಗುರಾಣಿ ಕಸಿಪದ್ಧತಿ,,,,,,,,,
,Shield method,ಗುರಾಣಿ ರೂಪದಲ್ಲಿ ಕಣ್ಣು ಹಾಕುವ ವಿಧಾನ,,,,,,,,,
,Shield or 'T' budding,ಗುರಾಣಿ ಅಥವಾ 'ಟಿ' ಆಕಾರದಲ್ಲಿ ಕಸಿಮಾಡುವಿಕೆ,,,,,,,,,
,Shift,ನೆಲೆ / ಜಾಗ ಬದಲಾಯಿಸು,,,,,,,,,
,Shiranjir,ಶಿರಂಜಿರ್ ತಳಿ,,,,,,,,,
,Shoe flower,"ಕೆಂಪು ದಾಸವಾಳ, ಬಿಳಿ ದಾಸವಾಳ, ದಾಸವಾಳ ದಾಸರಿ, ಕೆಂಪು ಪುಂಡ್ರಿಕೆ",,,,,,,,,
,Shoot,ಚಿಗುರುರೆಂಬೆ (ದ್ರಾಕ್ಷಿ) (ಜಲ್ಲೆ ಅಥವಾ ಗೆಣ್ಣುಗಳಿಂದ ಚಿಗುರೊಡೆದ ಭಾಗ),,,,,,,,,
,Shoot & fruit sucking bug,ಕಾಂಡ ಮತ್ತು ಹಣ್ಣಿನರಸಹೀರುವ ತಗಣೆ,,,,,,,,,
,Shoot apex,"ಪ್ರಕಾಂಡದ ತುದಿ, ಕಾಂಡ ತುದಿ",,,,,,,,,
,Shoot borer,"ಕಾಂಡ ಕೊರಕ, ಕಾಂಡ ಕೊರೆಯುವ ಹುಳು",,,,,,,,,
,Shoot gall maker,ಸುಳಿರೆಂಬೆಗಳಲ್ಲಿ ಗಂಟುಮಾಡುವ ಹುಳು,,,,,,,,,
,Shoot tip culture,"ಕಾಂಡತುದಿ / ಪ್ರಕಾಂಡ ತುದಿ ಸಾಕಣೆ, ಚಿಗುರು ಕುಡಿ ಸಾಕಣೆ",,,,,,,,,
,Short day,ಅಲ್ಪಾವಧಿ ಬೆಳಕಿನ ದಿನ (12 ಗಂಟೆಗಿಂತಲೂ ಕಡಿಮೆ ಅವಧಿಯ ಸೂರ್ಯ ಬೆಳಕು ದಿನ),,,,,,,,,
,Short pruning,ತುಂಡು ಸಮರಿಕೆ,,,,,,,,,
,Shortday plant,"ದೀರ್ಘಕತ್ತಲಪೇಕ್ಷಿ ಸಸ್ಯ, ಅಲ್ಪಾವಧಿ ಬೆಳಕು ಅಪೇಕ್ಷಿ ಸಸ್ಯ",,,,,,,,,
,Shot berry,ಸಣ್ಣ ಗಾತ್ರದ ಬೀಜರಹಿತ ಹಣ್ಣು,,,,,,,,,
,Shot hole borer,ಕೊರಕ ; ತೂತುಮಾಡುವ ಹುಳು,,,,,,,,,
,Shot hole disease,"ಕಿಂಡಿಕೊರಕ ರೋಗ, ರಂಧ್ರಗಳನ್ನು ಉಂಟುಮಾಡುವ ರೋಗ",,,,,,,,,
,Shoulder,ಭುಜ,,,,,,,,,
,Shouldered,ಆಸರೆ ಒದಗಿಸಿದ,,,,,,,,,
,Shovel,"ಮೊರಸಲಿಕೆ, ಅಗಲ ಅಲಗಿನ ಸನಿಕೆ",,,,,,,,,
,Shravamia Mangoes,ಶ್ರಾವಣದಲ್ಲಿ ಕೊಯ್ಲಿಗೆ ಬರುವ ಮಾವು,,,,,,,,,
,Shred,"ತುರಿ, ಸಣ್ಣ ಸಣ್ಣ ಚೂರು",,,,,,,,,
,Shrivel,"ಸುಕ್ಕುಗಟ್ಟು, ಸುರುಟಿಕೊಳ್ಳು",,,,,,,,,
,Shrivelled bark,ಸುಕ್ಕುಗಟ್ಟಿದ ತೊಗಟೆ,,,,,,,,,
,Shrub,"ಕುರುಚಲು ಗಿಡಗಂಟಿ, ಕಂಟೆ",,,,,,,,,
,Shrubbery,"ಕುರುಚಲು ಪೊದೆ ತೋಪು, ಕುರುಚಲು ವನ",,,,,,,,,
,Shrubby basil,"ನಿಂಬೆತುಳಸಿ, ರಾಮತುಳಸಿ",,,,,,,,,
,Shy bearing,"ಕಡಮೆ ಫಲಬಿಡುವಿಕೆ, ಹೆಚ್ಚು ಕಾಯಿ ಕಚ್ಚದಿರುವಿಕೆ, ಅತ್ಯಲ್ಪ / ವಿರಳ ಕಾಯಿ ಕಚ್ಚುವ",,,,,,,,,
,Sickle,ಕುಡುಗೋಲು,,,,,,,,,
,Sickly,"ನಿಸ್ತೇಜ, ರೋಗಪೀಡಿತ",,,,,,,,,
,Side dressing,"ಮೇಲುಗೊಬ್ಬರ ಕೊಡುವಿಕೆ, ಬೆಳೆಸಾಲುಗಳ ಪಕ್ಕದಲ್ಲಿ ಗೊಬ್ಬರ ಹಾಕುವಿಕೆ",,,,,,,,,
,Side grafting,"ಪಕ್ಕಕಸಿ, ಪಾರ್ಶ್ವಕಸಿ",,,,,,,,,
,Side shoots,"ಪಕ್ಕ ರೆಂಬೆಗಳು, ಪಕ್ಕ ಪ್ರಕಾಂಡಗಳು",,,,,,,,,
,Sifting,ಶೋಧಿಸುವಿಕೆ,,,,,,,,,
,Sigatoka disease (cercospora leaf spot),ಬಾಳೆಯ ಎಲೆಚುಕ್ಕೆರೋಗ,,,,,,,,,
,Silk cotton tree,"ಹಟ್ಟಿಮರ (ಹೆದ್ದಾರಿಸಾಲು ಪುಷ್ಪಿವೃಕ್ಷ), ಬೂರುಗದ ಮರ",,,,,,,,,
,Silver leaf grape,ಬೆಳ್ಳಿ ಎಲೆ ದ್ರಾಕ್ಷಿ,,,,,,,,,
,"Silver oak (Australian Silk, Silk oak)",ಸಿಲ್ವರ್ ಓಕ್ ಮರ,,,,,,,,,
,Simple layering,"ರೆಂಬೆಗಳನ್ನು ನೆಲದಲ್ಲಿ ಊರುವಿಕೆ, ಸರಳ ವಿಧಾನದಲ್ಲಿ ಬೇರು ಬಿಡಿಸುವಿಕೆ",,,,,,,,,
,Simple leaf,ಸರಳ ಎಲೆ,,,,,,,,,
,Single comb,ಒಂಟಿ ಹುಟ್ಟು,,,,,,,,,
,Single cross,ಏಕ ಸಂಕರಣ,,,,,,,,,
,Single flowered,ಏಕದಳವೃತ್ತ,,,,,,,,,
,Single node cutting,ಏಕಗೆಣ್ಣು / ಒಂದು ಗೆಣ್ಣಿನ ತುಂಡು,,,,,,,,,
,Single pinch,ಒಂದೇ ಚಿಟಿಕೆ,,,,,,,,,
,Single stake system,"ಏಕಗೂಟ ಪದ್ಧತಿ, (ದ್ರಾಕ್ಷಿ ಬಳ್ಳಿಗೆ ಆಕಾರ ಕೊಡುವಲ್ಲಿ)",,,,,,,,,
,Sinus,ಕುಳಿ,,,,,,,,,
,Siristree,"ಶೀರಿಷ ವೃಕ್ಷ, ದೊಡ್ಡ ಬಾಗೆ, ಗೊಡ್ಡು ಹುಣಿಸೆ, ಗುಲ್ಮೋರ (ಒಂದು ನೆರಳಿನ ಮರ)",,,,,,,,,
,Sirumalai banana,ಸಿರುಮಲೈ ತಳಿಯ ಬಾಳೆ,,,,,,,,,
,Six spotted leaf hopper,ಆರುಚುಕ್ಕೆಗಳಿರುವ ಎಲೆಜಿಗಿ,,,,,,,,,
,Skeletonise,ಬಲೆಯಂತೆ ಮಾಡು,,,,,,,,,
,Skiffing (a kind of pruning),ಒಂದು ಬಗೆಯ ಸವರುವಿಕೆ,,,,,,,,,
,Skin,ಸಿಪ್ಪೆ,,,,,,,,,
,Slab,ತಾಯಿಗೆಡ್ಡೆಯಿಂದ ಬೇರ್ಪಟ್ಟ ಮರಿಗೆಡ್ಡೆ,,,,,,,,,
,Slant cut,ಇಳಿಜಾರು / ಇಳುಕಲು ಕಚ್ಚು,,,,,,,,,
,Slender,"ತೆಳು, ದುರ್ಬಲ",,,,,,,,,
,Slice,"ಚೂರು, ಹೋಳು",,,,,,,,,
,Slimy soft rot,ಲೋಳೆಯಿಂದ ಕೂಡಿದ ಮೆತುಕೊಳೆರೋಗ,,,,,,,,,
,Slip,"1. ಮೋಸು, ನುಸುಳು ಚಿಗುರು (ಅನಾನಸು), 2. ಮೂಲಿಕಾ ಕಸಿತುಂಡು 3. ಹಣ್ಣು ತೊಟ್ಟಿನಿಂದ ಮೂಡುವ ಚಿಗುರು",,,,,,,,,
,Slipper,ನುಸುಳು ಚಿಗುರು,,,,,,,,,
,Slit,"ಸೀಳು, ಬಿರುಕು",,,,,,,,,
,Slitmulch,ಸೀಳು ಹೊದಿಕೆ,,,,,,,,,
,Slug,ಬಸವನ ಹುಳು,,,,,,,,,
,Small bulb fly disease,ಕಿರುಲಶುನನೊಣದಿಂದ ಬರುವ ರೋಗ (ವೈರಸ್ ರೋಗ),,,,,,,,,
,Small decorative,ಡೇರೆ ಹೂವಿನ ಒಂದು ತಳಿ,,,,,,,,,
,Small fruits,"ಕಿರುಹಣ್ಣುಗಳು, ಸಣ್ಣ ಪುಟ್ಟ ಹಣ್ಣುಗಳು",,,,,,,,,
,Smoking the fruits,ಹಣ್ಣುಗಳಿಗೆ ಹೊಗೆರಾಕಿಸುವಿಕೆ / ಧೂಪಿಸುವಿಕೆ,,,,,,,,,
,Smudging,ಮರದ ಕೆಳಗೆ ಹೊಗೆಹಾಕುವುದು / ಧೂಪ ಹಾಕುವುದು,,,,,,,,,
,Smut,ಕಾಡಿಗೆ ರೋಗ,,,,,,,,,
,Smyrna type,ಅಂಜೂರದ ಒಂದು ತಳಿ,,,,,,,,,
,Snail,ಬಸವನ ಹುಳು,,,,,,,,,
,Snake cucumber,ಹಾವು ಸೌತೆ,,,,,,,,,
,Snake gourd,ಪಡವಲಕಾಯಿ,,,,,,,,,
,Snap bean,ಹುರುಳಿಕಾಯಿ,,,,,,,,,
,Snap dragan,ಒಂದು ಬಗೆಯ ಹೂಗಿಡ,,,,,,,,,
,Snipping off the stalk,ಕಾಂಡ ಕತ್ತರಿಕೆ,,,,,,,,,
,Snow grape,ಹಿಮದ್ರಾಕ್ಷಿ,,,,,,,,,
,Soap berry/pod,"ಸಾಬೂನುಕಾಯಿ, ಅಂಟುವಾಳದಕಾಯಿ",,,,,,,,,
,Soap nut,"ಸೀಗೆಕಾಯಿ, ಒಳ್ಳೆಸೀಗೆ, ಮರದ ಸೀಗೆ",,,,,,,,,
,Soapnut tree of north india,"ಅಂಟುವಾಳದ ಮರ, ನೊರೆಕಾಯಿ",,,,,,,,,
,Soboliferous stem,ಅಂತಃಭೂಸ್ತರಿತ ಕಾಂಡ,,,,,,,,,
,Sod culture,ಹಣ್ಣಿನ ಮರಗಳ ಮಧ್ಯೆಹುಲ್ಲು ಬೆಳೆಸುವುದು,,,,,,,,,
,Sodding,ಹುಲ್ಲು ಹೆಪ್ಪು ಹೊದಿಸುವಿಕೆ,,,,,,,,,
,Soft bulb rot,ಗೆಡ್ಡೆಗಳ ಮೆತುಕೊಳೆ,,,,,,,,,
,Soft core,ಮೆದು / ಮೆತ್ತಗಿನ ತಿರುಳು,,,,,,,,,
,Soft fleshed,ಮೆತು / ಮೃದು ತೊಳೆಗಳ,,,,,,,,,
,Soft rot,ಮೆತು ಕೊಳೆರೋಗ,,,,,,,,,
,Soft wood,"ಎಳೆಯಕಾಂಡ, ಮೆದುದಾರು, ಚಿಗುರುಕಾಂಡ",,,,,,,,,
,Soft wood cutting,ಮೆತುಕಾಂಡದ ತುಂಡು,,,,,,,,,
,Soft wood grafting,"ಮೆತುಕಟ್ಟಿಗೆ ಕಸಿ, ಮೃದುಕಾಂಡದಕಸಿ",,,,,,,,,
,Soil conditioners,"ಮಣ್ಣು ಕಣದಟ್ಟಣಿಕ ರಾಸಾಯನಿಕಗಳು, ಮಣ್ಣು ಸ್ಥಿತಿಕಾರಕಗಳು, ಮಣ್ಣು ನಿಯಂತ್ರಣ ವಸ್ತುಗಳು",,,,,,,,,
,Soil sterilization,ಮಣ್ಣು ನಿರ್ಜೀವೀಕರಣ / ಕ್ರಿಮಿಶುದ್ಧೀಕರಣ,,,,,,,,,
,Soilless culture (Hydroponics),ಮಣ್ಣುರಹಿತ ಸಸ್ಯಕೃಷಿ,,,,,,,,,
,Solanaceous,ಬದನೆಜಾತಿಗೆ ಸೇರಿದ,,,,,,,,,
,Solanaceous vegetables,ಸೋಲನೇಸಿ ಕುಟುಂಬದ ತರಕಾರಿಗಳು,,,,,,,,,
,Solanum torvum,ಸೊಂಡೆ,,,,,,,,,
,Solid bamboo,"ಕಿರುಬಿದಿರು, ಗಂಡು ಬಿದಿರು",,,,,,,,,
,Solidago (Golden rod),ಸಾಲಿಡಾಗೊ ಹೂ,,,,,,,,,
,Solo,"ಸೋಲೋ, ಪರಂಗಿಯ ಒಂದು ತಳಿ",,,,,,,,,
,Solometer,ಉಪ್ಪು ಸಾಂದ್ರತಾ ಮಾಪಕ,,,,,,,,,
,Soluble gum,ಕರಗಬಲ್ಲ ಗೋಂದು,,,,,,,,,
,Solvent,"ದ್ರಾವಕ, ಲೀನಕಾರಿ",,,,,,,,,
,Somatic,ಶಾರೀರಿಕ,,,,,,,,,
,Somatic cell hybridization,ನಿರ್ಲಿಂಗ ರೀತಿಯ ಕೋಶಸಂಕರಣೆ,,,,,,,,,
,Somatic chromosome,ಶಾರೀರಕ ವರ್ಣತಂತು,,,,,,,,,
,Somatoplastic sterility,"ಭ್ರೂಣಾಹಾರಮೂಲ ಬಂಜೆತನ, ಸ್ವಭ್ರೂಣಾಹಾರ ಪೋಷಣ ಕೊರತೆ ಬಂಜೆತನ",,,,,,,,,
,Soot,ಕಾಡಿಗೆ ಮಸಿ,,,,,,,,,
,Sooty mould,ಕಪ್ಪು ಬೂಷ್ಟು,,,,,,,,,
,Sorosis,ನಂಜು ರೋಗ,,,,,,,,,
,Sorrel,ಪುಲ್ಲಂಪುರಚಿ ಸೊಪ್ಪುತರಕಾರಿ,,,,,,,,,
,Sour cherry,ಹುಳಿ ಚರಿಹಣ್ಣು,,,,,,,,,
,Sour or bitter orange,ಹೇರಳೆಕಾಯಿ,,,,,,,,,
